Primary_Category_Alt,Name,price_range_description,Price,Discount,Description,upload_date_time,Status,Inventory_Level,Reorder_Point,Lead_Time_Days,Supplier,Last_Restock_Date,Discount_Percentage,Total_Revenue,Demand,date,week,lag_1,rolling_mean
Men,Sneakers,Low,28.95651741,17.09729262,Sneakers in Men category,07:21.7,Out of Stock,190,18,6,Supplier_3,07:21.7,17.09729262,4561.09001,190,9/11/2023,37,0,0
Men,Bags,Premium,303.2964382,17.72297077,Bags in Men category,07:21.7,Available,410,31,1,Supplier_7,07:21.7,17.72297077,53402.26602,214,12/15/2020,51,0,0
Shoes,Dress,Low,20.57223923,33.80148115,Dress in Shoes category,07:21.7,Available,116,77,20,Supplier_4,07:21.7,33.80148115,1579.748049,116,6/19/2023,25,0,0
Women,Sneakers,High,132.8401634,45.14193937,Sneakers in Women category,07:21.7,Available,349,52,14,Supplier_6,07:21.7,45.14193937,11003.90414,151,6/3/2024,23,0,0
Women,Sneakers,Medium,76.81149643,48.84533372,Sneakers in Women category,07:21.7,Out of Stock,476,85,29,Supplier_7,07:21.7,48.84533372,1060.901946,27,12/10/2021,49,0,0
Shoes,Sneakers,High,125.6317472,18.1183555,Sneakers in Shoes category,07:21.7,Out of Stock,469,60,28,Supplier_1,07:21.7,18.1183555,6686.507141,65,8/16/2021,33,0,0
Shoes,Jeans,High,106.5588508,24.36909921,Jeans in Shoes category,07:21.7,Out of Stock,2,31,22,Supplier_2,07:21.7,24.36909921,161.1828374,2,11/30/2020,49,0,0
Shoes,Jacket,Premium,274.858654,40.88791432,Jacket in Shoes category,07:21.7,Out of Stock,45,90,13,Supplier_3,07:21.7,40.88791432,2599.594929,16,11/10/2023,45,0,0
Men,Bags,High,127.2389789,16.19973048,Bags in Men category,07:21.7,Available,23,52,5,Supplier_3,07:21.7,16.19973048,533.1330362,5,3/4/2024,10,0,0
Men,Jeans,Premium,269.3811259,21.19722227,Jeans in Men category,07:21.7,Out of Stock,253,85,14,Supplier_1,07:21.7,21.19722227,12736.7886,60,5/24/2022,21,0,0
Women,Sneakers,High,195.0219319,47.19660862,Sneakers in Women category,07:21.7,Available,303,84,10,Supplier_4,07:21.7,47.19660862,22552.22448,219,12/10/2023,49,0,0
Men,Dress,Low,7.454268252,44.88564695,Dress in Men category,07:21.7,Available,60,96,28,Supplier_10,07:21.7,44.88564695,168.4432406,41,9/2/2023,35,0,0
Accessories,Bags,Medium,52.19732612,6.248449902,Bags in Accessories category,07:21.7,Available,163,29,5,Supplier_8,07:21.7,6.248449902,7976.535782,163,9/27/2022,39,0,0
Kids,Jeans,Premium,293.9909121,23.37435534,Jeans in Kids category,07:21.7,Available,208,59,1,Supplier_6,07:21.7,23.37435534,13065.80104,58,5/1/2024,18,0,0
Kids,Jeans,Premium,471.2705981,31.27701092,Jeans in Kids category,07:21.7,Available,369,95,12,Supplier_4,07:21.7,31.27701092,46313.58756,143,9/17/2021,37,0,0
Kids,Jeans,Premium,465.761515,35.70051948,Jeans in Kids category,07:21.7,Out of Stock,431,19,8,Supplier_8,07:21.7,35.70051948,15573.0762,52,11/30/2020,49,0,0
Accessories,Jeans,Premium,263.3865152,22.87549452,Jeans in Accessories category,07:21.7,Available,173,83,19,Supplier_5,07:21.7,22.87549452,8125.421893,40,10/15/2021,41,0,0
Accessories,Jeans,High,142.5502617,37.69606079,Jeans in Accessories category,07:21.7,Out of Stock,106,80,21,Supplier_7,07:21.7,37.69606079,7638.040844,86,7/26/2024,30,0,0
Women,Shirt,Medium,79.46424067,15.34369067,Shirt in Women category,07:21.7,Available,235,19,12,Supplier_2,07:21.7,15.34369067,15808.80095,235,2/19/2021,7,0,0
Accessories,Sneakers,High,164.0505802,23.90661563,Sneakers in Accessories category,07:21.7,Out of Stock,42,79,28,Supplier_10,07:21.7,23.90661563,5242.92882,42,3/7/2022,10,0,0
Accessories,Bags,High,127.5672895,46.34447616,Bags in Accessories category,07:21.7,Available,311,66,15,Supplier_10,07:21.7,46.34447616,5201.964204,76,12/30/2021,52,0,0
Shoes,Dress,Premium,245.6341652,49.41727429,Dress in Shoes category,07:21.7,Available,13,53,18,Supplier_3,07:21.7,49.41727429,1615.229928,13,5/23/2024,21,0,0
Women,Sneakers,Premium,204.2510474,27.54712653,Sneakers in Women category,07:21.7,Available,492,14,21,Supplier_10,07:21.7,27.54712653,12134.83174,82,12/11/2023,50,0,0
Accessories,Jacket,Premium,313.6035768,10.03073539,Jacket in Accessories category,07:21.7,Out of Stock,12,97,11,Supplier_9,07:21.7,10.03073539,3385.761982,12,7/10/2024,28,0,0
Women,Sneakers,Premium,493.4761986,43.43896492,Sneakers in Women category,07:21.7,Available,393,78,17,Supplier_2,07:21.7,43.43896492,71732.61817,257,12/16/2021,50,0,0
Men,Shirt,High,140.0798144,49.55581722,Shirt in Men category,07:21.7,Out of Stock,103,34,9,Supplier_1,07:21.7,49.55581722,7278.198114,103,10/5/2021,40,0,0
Men,Shirt,Premium,396.8102045,26.81683069,Shirt in Men category,07:21.7,Available,209,24,7,Supplier_7,07:21.7,26.81683069,40655.75973,140,9/6/2021,36,0,0
Men,Jacket,High,114.2693568,35.52617939,Jacket in Men category,07:21.7,Out of Stock,343,35,5,Supplier_4,07:21.7,35.52617939,12229.85414,166,6/15/2023,24,0,0
Men,Jeans,High,105.2053376,48.61721482,Jeans in Men category,07:21.7,Out of Stock,287,86,9,Supplier_10,07:21.7,48.61721482,11189.88855,207,11/19/2021,46,0,0
Shoes,Sneakers,Medium,94.51010817,9.569744115,Sneakers in Shoes category,07:21.7,Available,0,60,25,Supplier_9,07:21.7,9.569744115,0,0,9/6/2023,36,0,0
Women,Sneakers,Low,26.73642908,40.39181165,Sneakers in Women category,07:21.7,Out of Stock,478,85,10,Supplier_10,07:21.7,40.39181165,876.5405553,55,12/16/2020,51,0,0
Home,Jacket,Medium,48.9125344,49.62737386,Jacket in Home category,07:21.7,Out of Stock,331,40,18,Supplier_8,07:21.7,49.62737386,1133.372292,46,10/28/2020,44,0,0
Women,Dress,Low,12.44980385,15.07473063,Dress in Women category,07:21.7,Out of Stock,2,46,7,Supplier_8,07:21.7,15.07473063,21.14605891,2,5/25/2024,21,0,0
Men,Jacket,Medium,78.71062424,28.39111888,Jacket in Men category,07:21.7,Out of Stock,29,19,2,Supplier_6,07:21.7,28.39111888,1634.550123,29,5/18/2023,20,0,0
Women,Bags,Premium,416.1601027,10.41235214,Bags in Women category,07:21.7,Out of Stock,312,79,4,Supplier_1,07:21.7,10.41235214,71955.81314,193,2/3/2023,5,0,0
Shoes,Jeans,Medium,94.17377767,44.98633279,Jeans in Shoes category,07:21.7,Available,197,86,1,Supplier_10,07:21.7,44.98633279,10206.26438,197,8/10/2022,32,0,0
Shoes,Shirt,Low,28.70861517,17.73234694,Shirt in Shoes category,07:21.7,Available,352,42,2,Supplier_10,07:21.7,17.73234694,8077.323142,342,8/30/2021,35,0,0
Kids,Shirt,Premium,224.5746297,22.24873052,Shirt in Kids category,07:21.7,Available,330,11,30,Supplier_9,07:21.7,22.24873052,42779.35825,245,3/26/2021,12,0,0
Women,Bags,Premium,427.7320233,48.73992777,Bags in Women category,07:21.7,Available,88,72,15,Supplier_1,07:21.7,48.73992777,19294.50548,88,11/28/2022,48,0,0
Shoes,Sneakers,Premium,393.571875,49.50961854,Sneakers in Shoes category,07:21.7,Available,368,58,28,Supplier_4,07:21.7,49.50961854,11724.24052,59,3/12/2022,10,0,0
Home,Jeans,Medium,38.50886088,31.00540708,Jeans in Home category,07:21.7,Out of Stock,197,15,14,Supplier_7,07:21.7,31.00540708,5234.099265,197,9/16/2022,37,0,0
Women,Sneakers,Premium,494.8753938,41.38747334,Sneakers in Women category,07:21.7,Out of Stock,438,31,19,Supplier_7,07:21.7,41.38747334,21754.42291,75,5/11/2024,19,0,0
Kids,Jacket,Low,13.49577686,47.46882798,Jacket in Kids category,07:21.7,Out of Stock,76,98,7,Supplier_5,07:21.7,47.46882798,92.16336685,13,9/22/2023,38,0,0
Kids,Jacket,High,193.4977283,28.22032319,Jacket in Kids category,07:21.7,Available,498,64,23,Supplier_9,07:21.7,28.22032319,11666.9317,84,4/17/2022,15,0,0
Men,Dress,Premium,439.80885,7.449991967,Dress in Men category,07:21.7,Available,139,87,9,Supplier_10,07:21.7,7.449991967,56578.99451,139,8/20/2022,33,0,0
Men,Dress,Low,22.036584,48.28508753,Dress in Men category,07:21.7,Out of Stock,77,55,12,Supplier_3,07:21.7,48.28508753,877.5074099,77,9/29/2022,39,0,0
Men,Bags,High,111.6691006,40.41560723,Bags in Men category,07:21.7,Available,479,50,18,Supplier_3,07:21.7,40.41560723,1264.209754,19,10/18/2020,42,0,0
Accessories,Bags,Low,7.695915721,41.75132914,Bags in Accessories category,07:21.7,Out of Stock,368,20,27,Supplier_8,07:21.7,41.75132914,1380.692734,308,7/18/2021,28,0,0
Women,Sneakers,Low,29.73824234,27.91144765,Sneakers in Women category,07:21.7,Available,275,11,20,Supplier_9,07:21.7,27.91144765,2829.798628,132,4/23/2023,16,0,0
Home,Jacket,Low,12.97961456,38.81080312,Jacket in Home category,07:21.7,Available,98,11,28,Supplier_4,07:21.7,38.81080312,317.6848763,40,4/21/2021,16,0,0
Kids,Jeans,Medium,99.27866536,11.55321837,Jeans in Kids category,07:21.7,Out of Stock,333,93,1,Supplier_9,07:21.7,11.55321837,10976.09804,125,6/20/2024,25,0,0
Home,Jacket,Premium,289.2240924,30.71546568,Jacket in Home category,07:21.7,Available,448,17,14,Supplier_5,07:21.7,30.71546568,53303.09243,266,2/18/2024,7,0,0
Men,Jeans,Low,10.48322852,48.62651613,Jeans in Men category,07:21.7,Available,87,69,25,Supplier_4,07:21.7,48.62651613,468.5471749,87,2/10/2022,6,0,0
Accessories,Sneakers,Premium,411.2221973,31.64249981,Sneakers in Accessories category,07:21.7,Available,35,71,30,Supplier_5,07:21.7,31.64249981,4778.720644,17,7/23/2021,29,0,0
Home,Dress,High,197.5667867,49.15622766,Dress in Home category,07:21.7,Out of Stock,340,47,28,Supplier_2,07:21.7,49.15622766,12857.65213,128,12/16/2022,50,0,0
Accessories,Bags,Medium,72.20054335,26.64911148,Bags in Accessories category,07:21.7,Available,421,74,7,Supplier_1,07:21.7,26.64911148,11068.58567,209,9/11/2022,36,0,0
Shoes,Bags,Premium,204.5581104,49.49301716,Bags in Shoes category,07:21.7,Out of Stock,463,99,21,Supplier_3,07:21.7,49.49301716,27275.45825,264,5/8/2024,19,0,0
Women,Bags,High,108.6814672,35.57507924,Bags in Women category,07:21.7,Out of Stock,270,78,22,Supplier_2,07:21.7,35.57507924,11062.83596,158,6/21/2021,25,0,0
Women,Bags,Medium,30.16206491,38.40228628,Bags in Women category,07:21.7,Available,107,50,6,Supplier_10,07:21.7,38.40228628,1987.968236,107,1/20/2024,3,0,0
Accessories,Jacket,High,186.0778529,21.08201266,Jacket in Accessories category,07:21.7,Available,326,48,6,Supplier_8,07:21.7,21.08201266,18502.96095,126,4/24/2024,17,0,0
Accessories,Dress,Medium,41.77837682,8.176390118,Dress in Accessories category,07:21.7,Available,452,21,8,Supplier_8,07:21.7,8.176390118,2685.368962,70,5/23/2023,21,0,0
Men,Jacket,Premium,320.7820162,36.35733466,Jacket in Men category,07:21.7,Out of Stock,64,65,28,Supplier_2,07:21.7,36.35733466,9595.248579,47,12/27/2021,52,0,0
Men,Sneakers,High,185.4908311,36.9710396,Sneakers in Men category,07:21.7,Out of Stock,193,32,19,Supplier_3,07:21.7,36.9710396,22564.1979,193,4/30/2024,18,154,0
Shoes,Bags,Low,21.72259777,34.96853295,Bags in Shoes category,07:21.7,Out of Stock,411,66,2,Supplier_7,07:21.7,34.96853295,635.6935804,45,5/7/2022,18,0,0
Accessories,Jeans,High,160.1904006,18.25929845,Jeans in Accessories category,07:21.7,Out of Stock,174,52,17,Supplier_1,07:21.7,18.25929845,22783.69176,174,3/12/2022,10,0,0
Shoes,Shirt,Low,28.64067984,47.65552818,Shirt in Shoes category,07:21.7,Available,498,48,16,Supplier_7,07:21.7,47.65552818,2653.550828,177,3/19/2022,11,0,0
Shoes,Dress,Premium,430.6536749,39.2099638,Dress in Shoes category,07:21.7,Out of Stock,178,32,1,Supplier_5,07:21.7,39.2099638,11257.16457,43,11/16/2020,47,0,0
Accessories,Shirt,High,147.0065049,7.441534736,Shirt in Accessories category,07:21.7,Available,295,21,13,Supplier_4,07:21.7,7.441534736,13742.76344,101,9/18/2021,37,0,0
Women,Jeans,High,137.6310527,48.09359849,Jeans in Women category,07:21.7,Available,280,43,21,Supplier_8,07:21.7,48.09359849,13930.66873,195,8/24/2023,34,0,0
Accessories,Jeans,Premium,236.3257249,9.248587387,Jeans in Accessories category,07:21.7,Out of Stock,349,81,14,Supplier_5,07:21.7,9.248587387,36030.78087,168,6/24/2022,25,0,0
Kids,Dress,Medium,38.91308982,23.95107408,Dress in Kids category,07:21.7,Out of Stock,203,11,8,Supplier_2,07:21.7,23.95107408,2752.147777,93,12/13/2021,50,0,0
Accessories,Sneakers,Premium,216.5508633,26.9159003,Sneakers in Accessories category,07:21.7,Out of Stock,402,55,29,Supplier_8,07:21.7,26.9159003,28487.56478,180,6/16/2023,24,0,0
Men,Jacket,Premium,316.3631104,48.00252252,Jacket in Men category,07:21.7,Out of Stock,201,89,23,Supplier_9,07:21.7,48.00252252,15627.57952,95,3/16/2021,11,0,0
Women,Sneakers,High,192.6389852,34.65031593,Sneakers in Women category,07:21.7,Available,476,11,7,Supplier_1,07:21.7,34.65031593,11581.78508,92,5/25/2021,21,0,0
Home,Sneakers,Premium,298.8423127,13.36894048,Sneakers in Home category,07:21.7,Out of Stock,265,66,18,Supplier_6,07:21.7,13.36894048,34691.29508,134,5/21/2024,21,38,0
Women,Bags,Premium,336.724275,48.17992661,Bags in Women category,07:21.7,Available,135,80,3,Supplier_1,07:21.7,48.17992661,17623.56741,101,11/11/2020,46,0,0
Home,Dress,Low,11.57445755,37.05544753,Dress in Home category,07:21.7,Out of Stock,259,53,12,Supplier_1,07:21.7,37.05544753,138.4243195,19,6/10/2022,23,0,0
Shoes,Dress,Low,5.656127232,23.69049677,Dress in Shoes category,07:21.7,Out of Stock,327,99,7,Supplier_3,07:21.7,23.69049677,535.2041615,124,3/7/2022,10,0,0
Shoes,Dress,Medium,85.76864332,34.94439602,Dress in Shoes category,07:21.7,Out of Stock,258,46,15,Supplier_7,07:21.7,34.94439602,14395.7057,258,4/20/2021,16,40,0
Home,Dress,Medium,70.07456372,18.51343378,Dress in Home category,07:21.7,Available,21,14,19,Supplier_10,07:21.7,18.51343378,1199.128471,21,12/31/2023,52,0,0
Home,Dress,Premium,261.042768,12.0694802,Dress in Home category,07:21.7,Available,361,72,26,Supplier_7,07:21.7,12.0694802,31676.00427,138,12/11/2022,49,0,0
Home,Sneakers,Medium,51.10097789,23.29343638,Sneakers in Home category,07:21.7,Out of Stock,189,100,6,Supplier_6,07:21.7,23.29343638,7408.384979,189,2/5/2023,5,0,0
Shoes,Sneakers,High,160.0332473,9.427888441,Sneakers in Shoes category,07:21.7,Out of Stock,248,98,28,Supplier_5,07:21.7,9.427888441,23481.16959,162,11/2/2022,44,0,0
Shoes,Jacket,Premium,453.7519299,15.03481611,Jacket in Shoes category,07:21.7,Available,440,18,21,Supplier_8,07:21.7,15.03481611,113731.6927,295,10/24/2023,43,0,0
Women,Bags,Premium,214.3863595,8.273517557,Bags in Women category,07:21.7,Out of Stock,203,22,28,Supplier_7,07:21.7,8.273517557,39919.76048,203,3/18/2024,12,0,0
Shoes,Jacket,Medium,78.76766076,23.69515391,Jacket in Shoes category,07:21.7,Available,476,72,21,Supplier_3,07:21.7,23.69515391,9917.084481,165,10/20/2023,42,0,0
Men,Jeans,High,109.84958,40.90911567,Jeans in Men category,07:21.7,Out of Stock,309,93,1,Supplier_6,07:21.7,40.90911567,17785.63818,274,2/5/2024,6,0,0
Men,Jacket,Premium,310.1136525,37.45888846,Jacket in Men category,07:21.7,Out of Stock,469,43,2,Supplier_10,07:21.7,37.45888846,25213.30829,130,1/8/2021,1,0,0
Kids,Dress,Medium,46.91054489,49.88470497,Dress in Kids category,07:21.7,Out of Stock,327,73,8,Supplier_10,07:21.7,49.88470497,3667.459843,156,9/22/2024,38,0,0
Women,Shirt,Premium,389.771557,11.08782312,Shirt in Women category,07:21.7,Available,155,80,20,Supplier_7,07:21.7,11.08782312,53715.92831,155,1/3/2024,1,0,0
Women,Bags,Medium,69.01249791,31.27102153,Bags in Women category,07:21.7,Available,448,47,16,Supplier_2,07:21.7,31.27102153,12569.36998,265,7/2/2022,26,0,0
Kids,Jeans,Low,20.83784366,19.78099809,Jeans in Kids category,07:21.7,Out of Stock,384,88,28,Supplier_1,07:21.7,19.78099809,417.8977551,25,9/12/2023,37,0,0
Accessories,Bags,Premium,476.1554257,15.06527766,Bags in Accessories category,07:21.7,Available,435,39,13,Supplier_8,07:21.7,15.06527766,127797.1272,316,4/23/2024,17,0,0
Women,Jacket,Premium,220.1201901,24.69118652,Jacket in Women category,07:21.7,Out of Stock,52,40,17,Supplier_5,07:21.7,24.69118652,8620.034975,52,6/25/2023,25,0,0
Home,Bags,Low,9.328076496,44.51086361,Bags in Home category,07:21.7,Out of Stock,179,38,14,Supplier_7,07:21.7,44.51086361,926.5163671,179,4/27/2023,17,0,0
Accessories,Dress,Medium,43.9372357,29.43960875,Dress in Accessories category,07:21.7,Out of Stock,195,14,24,Supplier_1,07:21.7,29.43960875,4495.331385,145,9/19/2023,38,0,0
Women,Jeans,Premium,397.1836636,47.70023382,Jeans in Women category,07:21.7,Out of Stock,246,41,1,Supplier_5,07:21.7,47.70023382,41129.77321,198,5/5/2021,18,0,0
Home,Jeans,Low,9.596218392,6.030964729,Jeans in Home category,07:21.7,Available,120,58,21,Supplier_6,07:21.7,6.030964729,1082.096862,120,1/21/2021,3,0,0
Shoes,Jeans,Low,26.52400578,44.05232168,Jeans in Shoes category,07:21.7,Available,146,27,25,Supplier_3,07:21.7,44.05232168,2166.576553,146,4/30/2022,17,0,0
Shoes,Sneakers,Low,24.72985609,46.7541569,Sneakers in Shoes category,07:21.7,Out of Stock,437,58,6,Supplier_6,07:21.7,46.7541569,2541.350732,193,11/18/2020,47,0,0
Accessories,Jeans,High,147.3853875,13.19843269,Jeans in Accessories category,07:21.7,Out of Stock,108,10,1,Supplier_9,07:21.7,13.19843269,13816.74524,108,5/2/2024,18,0,0
Kids,Shirt,Premium,334.5611477,27.6127254,Shirt in Kids category,07:21.7,Out of Stock,416,68,19,Supplier_1,07:21.7,27.6127254,5085.773631,21,12/17/2020,51,0,0
Women,Bags,Premium,305.2231478,36.9457514,Bags in Women category,07:21.7,Out of Stock,134,32,29,Supplier_6,07:21.7,36.9457514,25789.12577,134,9/5/2022,36,0,0
Accessories,Sneakers,Medium,33.21554652,20.26865667,Sneakers in Accessories category,07:21.7,Out of Stock,326,64,2,Supplier_10,07:21.7,20.26865667,1827.340899,69,5/18/2021,20,0,0
Women,Jacket,Low,14.82649046,11.8896823,Jacket in Women category,07:21.7,Available,448,89,2,Supplier_9,07:21.7,11.8896823,4467.774404,342,7/30/2022,30,0,0
Home,Dress,High,192.5864288,5.299491521,Dress in Home category,07:21.7,Out of Stock,388,47,25,Supplier_9,07:21.7,5.299491521,52160.77362,286,2/3/2024,5,0,0
Women,Shirt,Low,18.04679048,12.23884133,Shirt in Women category,07:21.7,Available,232,28,15,Supplier_9,07:21.7,12.23884133,3674.432803,232,4/13/2024,15,0,0
Accessories,Sneakers,Medium,82.86917473,42.20201894,Sneakers in Accessories category,07:21.7,Out of Stock,200,93,21,Supplier_5,07:21.7,42.20201894,3544.356534,74,5/7/2023,18,0,0
Accessories,Sneakers,Low,23.86387907,12.62298291,Sneakers in Accessories category,07:21.7,Available,54,56,28,Supplier_2,07:21.7,12.62298291,854.9133733,41,8/21/2022,33,0,0
Women,Bags,Medium,83.18372442,18.42848369,Bags in Women category,07:21.7,Out of Stock,192,66,29,Supplier_7,07:21.7,18.42848369,8346.069716,123,5/17/2021,20,0,0
Home,Dress,Premium,370.6965602,49.7497032,Dress in Home category,07:21.7,Out of Stock,16,63,20,Supplier_3,07:21.7,49.7497032,2980.417947,16,1/13/2022,2,0,0
Shoes,Dress,Medium,48.25279471,44.6468388,Dress in Shoes category,07:21.7,Available,199,12,23,Supplier_10,07:21.7,44.6468388,3258.552563,122,3/19/2021,11,0,0
Women,Jacket,Premium,430.6528373,47.78702001,Jacket in Women category,07:21.7,Out of Stock,361,88,12,Supplier_5,07:21.7,47.78702001,17988.53438,80,1/4/2022,1,0,0
Home,Dress,High,111.6039693,40.34939905,Dress in Home category,07:21.7,Available,216,41,30,Supplier_8,07:21.7,40.34939905,14379.64669,216,9/20/2022,38,0,0
Kids,Dress,High,131.3255175,37.3312926,Dress in Kids category,07:21.7,Out of Stock,359,50,25,Supplier_2,07:21.7,37.3312926,9958.300525,121,5/14/2024,20,0,0
Women,Sneakers,Premium,259.291401,47.8419109,Sneakers in Women category,07:21.7,Out of Stock,109,76,28,Supplier_2,07:21.7,47.8419109,5544.899039,41,5/22/2022,20,0,0
Kids,Dress,Low,27.07357155,21.15768106,Dress in Kids category,07:21.7,Available,175,97,10,Supplier_7,07:21.7,21.15768106,3735.450535,175,10/16/2022,41,0,0
Kids,Jeans,Low,11.91400421,13.05617142,Jeans in Kids category,07:21.7,Available,85,95,30,Supplier_9,07:21.7,13.05617142,145.0188796,14,6/28/2021,26,0,0
Home,Jeans,Low,5.623710045,19.00287719,Jeans in Home category,07:21.7,Available,399,62,26,Supplier_3,07:21.7,19.00287719,532.9400698,117,9/4/2022,35,0,0
Home,Jacket,Medium,55.60926989,18.27725057,Jacket in Home category,07:21.7,Available,392,43,2,Supplier_4,07:21.7,18.27725057,3499.29767,77,3/27/2023,13,0,0
Accessories,Jeans,Premium,202.4126171,36.95627445,Jeans in Accessories category,07:21.7,Out of Stock,354,54,4,Supplier_10,07:21.7,36.95627445,36623.62653,287,11/16/2020,47,0,0
Kids,Shirt,High,136.6430954,10.23853928,Shirt in Kids category,07:21.7,Available,346,94,9,Supplier_7,07:21.7,10.23853928,42437.88208,346,8/19/2022,33,0,0
Men,Dress,Premium,288.2397548,22.67515779,Dress in Men category,07:21.7,Available,41,89,29,Supplier_5,07:21.7,22.67515779,8915.237422,40,3/18/2022,11,0,0
Kids,Shirt,Premium,408.7272076,22.59427428,Shirt in Kids category,07:21.7,Available,409,37,10,Supplier_5,07:21.7,22.59427428,89535.04792,283,2/26/2022,8,0,0
Accessories,Jacket,High,165.5802856,22.2757216,Jacket in Accessories category,07:21.7,Available,248,69,17,Supplier_9,07:21.7,22.2757216,31916.62838,248,4/26/2022,17,0,0
Kids,Dress,High,169.296102,13.28145224,Dress in Kids category,07:21.7,Available,203,95,7,Supplier_5,07:21.7,13.28145224,27747.30188,189,2/21/2022,8,0,0
Shoes,Bags,Premium,214.9344416,39.96740128,Bags in Shoes category,07:21.7,Out of Stock,142,70,28,Supplier_1,07:21.7,39.96740128,18322.36378,142,11/9/2023,45,0,0
Accessories,Sneakers,Premium,489.8305324,40.68944082,Sneakers in Accessories category,07:21.7,Available,112,83,18,Supplier_5,07:21.7,40.68944082,27018.47419,93,1/13/2021,2,0,0
